issue_date,issue_time,marked_time,color,location,agency,violation_code,violation_description,fine_amount,latitude,longitude,agency_description,issue_year
2019-03-08,1019.0,,BL,5136 OAKLAND ST,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6510046.752576999,1854517.512779,,2019.0
2019-03-18,1040.0,,SL,901 HILL ST S,56.0,88.13B+,METER EXP.,63.0,6483771.571756,1838138.70456,,2019.0
2019-01-15,1718.0,,BK,3701 CAHUENGA BL,53.0,88.13B+,METER EXP.,63.0,6452026.492065,1872130.652604,,2019.0
2019-05-22,1247.0,,BN,1000 TOWNE AVE S,56.0,80.56E4+,RED ZONE,93.0,6486038.707304,1834920.296048,,2019.0
2019-09-11,106.0,,UN,600 SPRING ST S,56.0,80.56E1,WHITE ZONE,58.0,6485641.283683,1839201.358919,,2019.0
2019-01-31,1357.0,,GN,6753 SELMA AVE,54.0,80.56E4+,RED ZONE,93.0,6459468.980625,1858837.261441,,2019.0
2019-05-14,1216.0,,GY,18927 VICTORY BLVD,53.0,5204A-,DISPLAY OF TABS,25.0,99999.0,99999.0,,2019.0
2019-03-28,2105.0,,GY,618 SYCAMORE AVE,54.0,80.58L,PREFERENTIAL PARKING,68.0,6457806.103572,1845997.665322,,2019.0
2019-01-15,817.0,,GY,1017 SHENANDOAH ST,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6446145.778738,1844074.460373,,2019.0
2019-06-25,820.0,,BK,18054 BURBANK BLVD,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6402573.6950900005,1885469.745136,,2019.0
2019-04-23,1027.0,,WT,4603 CORLISS ST,56.0,80732,EXCEED 72 HOURS,68.0,6496257.852601999,1868887.866482,,2019.0
2019-03-19,2042.0,,WT,417 HILL ST S,56.0,80.56E4+,RED ZONE,93.0,6485672.704892,1840580.987744,,2019.0
2019-02-06,1643.0,,BN,11100 WEDDINGTON ST,53.0,22514,FIRE HYDRANT,68.0,6449000.203663,1883363.552737,,2019.0
2019-06-07,817.0,,BK,1810 FEDERAL AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6425110.422487999,1837595.476074,,2019.0
2019-04-26,1203.0,,GY,3395 N DERONDA DR,54.0,80.58L,PREFERENTIAL PARKING,68.0,6465041.228284,1869878.572414,,2019.0
2019-08-15,641.0,,WT,1665 SYCAMORE AVE N,54.0,80.58L,PREFERENTIAL PARKING,68.0,6457731.227103,1859357.835201,,2019.0
2019-07-31,2330.0,,BL,18601 CITRONIA ST,53.0,80.69B,NO PARKING,73.0,6399134.484863,1912148.827565,,2019.0
2019-07-29,1607.0,,GY,1215 6TH ST W,56.0,80.69AP+,NO STOP/STANDING,93.0,6481580.058853,1842506.678167,,2019.0
2019-04-09,151.0,,GY,11800 B/O GORHAM AVE,51.0,22500F,PARKED ON SIDEWALK,68.0,99999.0,99999.0,,2019.0
2019-02-12,1213.0,,BL,10856 VALJEAN AVE,53.0,5200,DISPLAY OF PLATES,25.0,6414629.636854,1920185.562574,,2019.0
2019-05-16,841.0,,SL,7554 ENFIELD AVE,53.0,5204A-,DISPLAY OF TABS,25.0,99999.0,99999.0,,2019.0
2019-03-17,1815.0,,GY,1601 ORANGE DR,54.0,80.58L,PREFERENTIAL PARKING,68.0,6458315.240932,1858662.108634,,2019.0
2019-07-26,1640.0,,SL,300 14TH ST E,56.0,88.13B+,METER EXP.,63.0,6481622.493578,1835780.280333,,2019.0
2019-03-05,1106.0,,WT,100 AVENUE 56 S,56.0,88.13B+,METER EXP.,63.0,6502884.6283330005,1862071.936685,,2019.0
2019-01-13,242.0,,BK,2200 COTNER AVE,51.0,80.56E4+,RED ZONE,93.0,6428560.560985,1836984.200615,,2019.0
2019-04-09,1025.0,,GY,5903 CEDROS AVE,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6424630.993468,1887330.375645,,2019.0
2019-04-19,1314.0,,WT,3119 LOWELL AVE N,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
2019-05-24,1220.0,900.0,YE,1220 SANTEE ST S,56.0,80.69C,PARKED OVER TIME LIMIT,58.0,6483644.437261,1835602.966083,,2019.0
2019-05-21,820.0,,SL,101 JULLIEN ST,56.0,22500H,DOUBLE PARKING,68.0,6500268.223813,1836497.176231,,2019.0
2019-06-25,1551.0,,SL,2932 LEDGEWOOD DR,54.0,80.69B,NO PARKING,73.0,6464397.909637,1867365.328457,,2019.0
2019-06-26,708.0,,WH,4100 S GRAND AV,55.0,8069B,NO PARKING,73.0,6476671.992922001,1825861.515202,,2019.0
2019-05-20,1217.0,,SL,751 10TH ST E,56.0,88.13B+,METER EXP.,63.0,6485772.180381,1835079.628402,,2019.0
2019-03-18,2311.0,,BL,8230 HASKELL AVE,53.0,80.69B,NO PARKING,73.0,6418090.643436,1902882.480088,,2019.0
2019-05-08,822.0,,SL,1977 NEW HAMPSHIRE AVE N,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6472988.605407,1861510.380691,,2019.0
2019-01-24,1330.0,,GY,741 PICO BLVD E,56.0,88.13B+,METER EXP.,63.0,6480366.707774,1837318.678745,,2019.0
2019-01-04,1216.0,,WT,1409 ALEXANDRIA AVE,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6471350.10081,1857760.157064,,2019.0
2019-01-25,1015.0,,BL,4000 2ND ST,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470700.467639,1848426.965426,,2019.0
2019-05-03,527.0,,GY,222 TOLUCA ST,56.0,22500F,PARKED ON SIDEWALK,68.0,6483296.474883,1844580.809886,,2019.0
2019-06-07,1915.0,,WT,6172 MOUNT ANGELUS DR,56.0,22502A,18 IN. CURB/2 WAY,63.0,99999.0,99999.0,,2019.0
2019-03-27,434.0,,BK,7224 CRESCENT PARK,51.0,80.69B,NO PARKING,73.0,6432263.586996,1811440.851811,,2019.0
2019-04-19,1352.0,,SL,113 AVENUE 41 W,56.0,80.73.2,EXCEED 72HRS-ST,68.0,6498012.680753,1856318.534383,,2019.0
2019-04-25,1738.0,,BK,4920 VAN NUYS BLVD,53.0,80.69AP+,NO STOP/STANDING,93.0,6425925.969458,1880834.006594,,2019.0
2019-06-18,1016.0,,RD,10654 LINDBROOK DR,51.0,80.58L,PREFERENTIAL PARKING,68.0,6429817.123999,1845248.077068,,2019.0
2019-06-15,116.0,,TN,1715 CAHUENGA BLVD,54.0,80.69B,NO PARKING,73.0,6461905.219861,1859642.891468,,2019.0
2019-03-19,1022.0,,BK,14200 ARCHWOOD ST,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6427974.82271,1892890.678735,,2019.0
2019-02-23,1232.0,,BK,6347 MARYLAND DR,54.0,22502A,18 IN. CURB/2 WAY,63.0,6450792.467798,1847002.220775,,2019.0
2019-01-02,1020.0,,BL,5325 RUSSELL AVE,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6469165.062261,1860444.628732,,2019.0
2019-01-10,837.0,,SL,2421 5TH AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6463978.086822,1835224.304733,,2019.0
2019-01-30,48.0,,SL,1638 HI POINT ST,51.0,80.58L,PREFERENTIAL PARKING,68.0,6449610.281246,1839776.398314,,2019.0
2019-03-15,1050.0,,RD,229 KINGSLEY DR S,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6469925.786207,1850033.3496240005,,2019.0
2019-06-16,631.0,,GY,5606 6TH ST W,51.0,80.58L,PREFERENTIAL PARKING,68.0,6455786.228045,1846181.571559,,2019.0
2019-04-15,1404.0,,BL,6340 WARING AVE,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6460848.344114,1853588.257228,,2019.0
2019-07-30,1830.0,,OR,912 53RD ST E,55.0,80.69.1A,COMM TRAILER/22 FT.,78.0,6473884.333385,1820378.248754,,2019.0
2019-01-04,1001.0,,BK,5038 MONTEZUMA ST,57.0,5204A-,DISPLAY OF TABS,25.0,99999.0,99999.0,,2019.0
2019-02-11,924.0,,GY,1541 BEDFORD ST,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6446257.691929,1841141.805185,,2019.0
2019-02-07,852.0,,BL,1430 18TH ST W,55.0,22514,FIRE HYDRANT,68.0,6467891.207886,1723516.971094,,2019.0
2019-08-15,1016.0,,SL,875 41ST PL E,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
2019-05-01,1350.0,,WT,720 BURNSIDE AV,51.0,88.13B+,METER EXP.,63.0,6455797.206762999,1845107.739026,,2019.0
2019-07-18,1536.0,,BL,645 9TH ST W,56.0,80.69AP+,NO STOP/STANDING,93.0,6482645.5577690005,1839019.766173,,2019.0
2019-09-06,1648.0,,BK,537 BROADWAY S,56.0,80.56E2,YELLOW ZONE,58.0,6485573.987419,1839782.827532,,2019.0
2019-07-31,850.0,,RD,320 ARDMORE AVE S,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470119.602964,1850380.622188,,2019.0
2019-04-11,1137.0,,BN,11627 SAN VICENTE BLVD,51.0,80.69B,NO PARKING,73.0,6421127.02355,1842273.028068,,2019.0
2019-02-11,1704.0,,GY,230 AVENUE 26 W,56.0,80.69AP+,NO STOP/STANDING,93.0,6495763.788435,1851162.935393,,2019.0
2019-07-19,1111.0,,WT,4370 TUJUNGA AV,53.0,88.13B+,METER EXP.,63.0,6447002.48591,1877049.587891,,2019.0
2019-09-01,947.0,,WT,1802 18TH ST W,56.0,80.56E4+,RED ZONE,93.0,99999.0,99999.0,,2019.0
2019-03-24,1730.0,,WT,1501 41ST ST E,55.0,22500H,DOUBLE PARKING,68.0,6486679.016605999,1825613.611304,,2019.0
2019-07-18,2238.0,,BL,10825 AVALON BLVD S,55.0,80.56E4+,RED ZONE,93.0,6481236.927526,1799709.295557,,2019.0
2019-06-09,1955.0,,GY,7568 DE LONGPRE AVE,54.0,80.58L,PREFERENTIAL PARKING,68.0,6454371.369044,1857576.758456,,2019.0
2019-07-26,1617.0,,GY,1218 GLENDON AVE,51.0,80.69AA+,NO STOP/STAND,93.0,6427648.990118,1844152.818834,,2019.0
2019-05-17,145.0,,RD,535 EUBANK AVE,55.0,80.69B,NO PARKING,73.0,99999.0,99999.0,,2019.0
2019-07-24,833.0,,BK,10010 AMBOY AVE,53.0,80.73.2,EXCEED 72HRS-ST,68.0,99999.0,99999.0,,2019.0
2019-03-17,116.0,,WT,209 81ST ST W,55.0,22500H,DOUBLE PARKING,68.0,99999.0,99999.0,,2019.0
2019-05-23,1333.0,,BK,14501 HAMLIN ST,53.0,88.13B+,METER EXP.,63.0,6425967.204488,1891344.537332,,2019.0
2019-06-06,1121.0,,BL,15401 ANTIOCH ST,51.0,80.69B,NO PARKING,73.0,6401990.540783,1839958.184458,,2019.0
2019-02-27,1333.0,,GY,966 EDGECLIFF AVE,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
2019-08-30,1248.0,,SL,100 14TH ST E,56.0,88.13B+,METER EXP.,63.0,6482450.389244,1835214.732752,,2019.0
2019-05-15,136.0,,WT,320 E ST,55.0,80.69B,NO PARKING,73.0,6481142.1961734,1740775.62502834,,2019.0
2019-04-18,1406.0,,BK,300 WASHINGTON BL W,51.0,88.13B+,METER EXP.,63.0,6420848.774122,1815578.039808,,2019.0
2019-01-25,1119.0,,WT,2828 GRAND AVE S,55.0,80.69B,NO PARKING,73.0,6478687.510362,1831228.613738,,2019.0
2019-03-22,1851.0,,GY,5009 YORK BL,56.0,88.13B+,METER EXP.,63.0,6499103.639747,1866641.853962,,2019.0
2019-02-11,1205.0,,RD,901 CARRILLO DR,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6450506.04859,1844675.01686,,2019.0
2019-01-08,812.0,,BL,11001 MAGNOLIA BL,53.0,88.13B+,METER EXP.,63.0,6449667.727566999,1882599.764849,,2019.0
2019-03-05,807.0,,WT,2443 HOUSTON ST,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
2019-06-05,846.0,,CO,12041 HERBERT ST,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6432912.505888,1822615.588081,,2019.0
2019-06-09,357.0,,BK,4582 ALLA ROAD,51.0,5200,DISPLAY OF PLATES,25.0,6430710.342371,1817621.38099,,2019.0
2019-04-25,1038.0,,GY,1310 WESTWOOD BL,51.0,88.13B+,METER EXP.,63.0,6427590.638927,1843358.944339,,2019.0
2019-04-10,1037.0,,GY,9012 VENICE BLVD,51.0,80.61,STANDNG IN ALLEY,68.0,6442750.226366,1832294.797045,,2019.0
2019-03-22,1549.0,,RD,5101 MCKINLEY AVE S,55.0,80.56E4+,RED ZONE,93.0,6482604.719579,1821248.844815,,2019.0
2019-07-05,724.0,,WT,517 56TH ST W,55.0,22500E,BLOCKING DRIVEWAY,68.0,6475908.838454,1819398.665079,,2019.0
2019-08-05,1750.0,,GY,300 OLYMPIC BLVD E,56.0,88.13B+,METER EXP.,63.0,6483363.380061,1837619.708762,,2019.0
2019-03-29,821.0,,BL,11600 GORHAM AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6421217.795134,1843053.942424,,2019.0
2019-07-23,110.0,,OT,1800 HAUSER BLVD,51.0,80.53,PARKED IN PARKWAY,63.0,6452786.991796,1837793.381593,,2019.0
2019-07-11,1033.0,,GN,820 HOPE ST S,56.0,88.03A,OUTSIDE LINES/METER,58.0,6483118.140667,1839322.761878,,2019.0
2019-03-22,1056.0,,WT,17850 SANTA RITA ST,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6403878.772119001,1881859.436352,,2019.0
2019-04-17,836.0,,GY,4737 AMBROSE AVE,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6473008.030865001,1862451.454906,,2019.0
2019-07-19,835.0,,RD,424 LANDFAIR AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6424556.170458999,1848103.323815,,2019.0
2019-02-06,1303.0,,WT,801 12TH ST E,56.0,88.13B+,METER EXP.,63.0,6485668.111775,1834291.999578,,2019.0
2019-06-03,1857.0,,GY,3700 FLOWER ST,56.0,88.13B+,METER EXP.,63.0,99999.0,99999.0,,2019.0
2019-03-19,1215.0,,GY,1102 COCHRAN AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6455678.356418,1842656.384489,,2019.0
2019-10-26,838.0,,GY,5301 SUNSET BL W,54.0,88.13B+,METER EXP.,63.0,6469140.935214,1858227.318522,54 - DOT - HOLLYWOOD,2019.0
2019-10-26,805.0,,BL,1236 ALEXANDRIA AV N,54.0,6344K8,SIGN POSTED - NO PARKING,68.0,6471324.08258056,1856688.85584916,54 - DOT - HOLLYWOOD,2019.0
2019-06-21,817.0,,YE,6900 WOODMAN AVE,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6431258.788335,1893910.676494,,2019.0
2019-07-16,1933.0,,BK,13201 VENTURA BL W,53.0,5200,DISPLAY OF PLATES,25.0,99999.0,99999.0,,2019.0
2019-01-10,642.0,,WT,10626 ESTHER AVE,51.0,80.58L,PREFERENTIAL PARKING,68.0,6434109.779379,1837132.446563,,2019.0
2019-04-29,1021.0,,GN,9731 KIRKSIDE ROAD,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6440798.038144,1840267.012142,,2019.0
2019-02-09,1343.0,,BL,1400 BEVERWIL DR,51.0,88.13B+,METER EXP.,63.0,6440776.823898001,1842618.813834,,2019.0
2019-02-22,2146.0,,OR,1601 LAS PALMAS AV N,54.0,88.13B+,METER EXP.,63.0,6459910.674821,1858835.417405,,2019.0
2019-06-10,1059.0,,GY,3201 4TH ST W,54.0,88.13B+,METER EXP.,63.0,6474082.599218,1846922.641208,,2019.0
2019-03-29,850.0,,BL,15746 VANOWEN ST,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6417726.266395,1893290.512322,,2019.0
2019-04-18,1825.0,,GY,4255 COLBATH AVE,53.0,80.58L,PREFERENTIAL PARKING,68.0,6429710.840113,1876397.593144,,2019.0
2019-04-18,1610.0,,BK,421 ALPINE ST,56.0,80.69AA+,NO STOP/STAND,93.0,6489412.666284,1845184.171853,,2019.0
2019-08-14,1207.0,,WT,1200 GLENDON AV,51.0,88.13B+,METER EXP.,63.0,6427612.82261,1844192.214851,,2019.0
2019-04-23,1241.0,,BK,1401 PICO BL W,56.0,88.13B+,METER EXP.,63.0,6478667.246162999,1838258.454397,,2019.0
2019-01-21,2248.0,,RE,7000 BEVERELY BLVD,36.0,6344K2,NO PK BET 1-3AM,68.0,6457814.35455841,1850277.97888971,,2019.0
2019-02-26,1033.0,,WT,135 WINDSOR BLVD N,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6464860.667556,1848914.015342,,2019.0
2019-09-11,2306.0,,RD,8501 SAWYER ST,51.0,80.69B,NO PARKING,73.0,6447639.094606,1838080.797477,,2019.0
2019-10-13,755.0,,BK,ST ANDREWS PL N/O GA,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0,WESTERN,2019.0
2019-07-11,2300.0,,BK,22904 LOCKNESS AVE,55.0,80.69B,NO PARKING,73.0,6468903.002677999,1755903.097877,,2019.0
2019-04-09,655.0,,TN,4869 LYNN ST,56.0,80.69B,NO PARKING,73.0,99999.0,99999.0,,2019.0
2019-02-12,1208.0,,GY,16200 MAYALL ST,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6415141.950647,1915090.501745,,2019.0
2019-07-06,807.0,,WT,101 SAN PEDRO ST S,56.0,88.13B+,METER EXP.,63.0,6488706.917659,1840812.941653,,2019.0
2019-03-14,1931.0,,GY,11517 MAGNOLIA BLVD,53.0,80.69AA+,NO STOP/STAND,93.0,6445837.77450105,1882609.74618622,,2019.0
2019-07-11,1332.0,,BK,1163 56TH ST E,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6472227.756631,1819384.321994,,2019.0
2019-02-05,821.0,,WT,3100 5TH ST W,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6474727.1761300005,1846229.491225,,2019.0
2019-04-01,2204.0,,SL,6719 LEXINGTON AVE,54.0,80.58L,PREFERENTIAL PARKING,68.0,6459716.262563,1856244.31486,,2019.0
2019-07-03,712.0,,GY,401 9TH ST W,56.0,80.69AA+,NO STOP/STAND,93.0,6483445.04951,1838395.74165,,2019.0
2019-07-12,1011.0,,BK,1881 KINGSLEY DR N,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
2019-03-27,2004.0,,SL,8824 CROYDON AVE,51.0,80.58L,PREFERENTIAL PARKING,68.0,99999.0,99999.0,,2019.0
2019-10-25,1544.0,1315.0,WT,5400 CENTINELA AVE,51.0,80.69C,PARKED OVER TIME LIMIT,58.0,6448488.02254,1814308.170232,51 - DOT - WESTERN,2019.0
2019-03-22,552.0,,RD,400 GAYLEY AVE,51.0,80.56E4+,RED ZONE,93.0,6423873.083732,1848284.484473,,2019.0
2019-04-10,1412.0,,BK,600 BL ALEXANDRIA AVE,54.0,80.56E2,YELLOW ZONE,58.0,6471412.3884620005,1852080.793882,,2019.0
2019-05-29,1210.0,,GN,22435 SCHOOLCRAFT ST,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6375444.42676,1894312.700014,,2019.0
2019-10-07,1445.0,,WH,CENTURY/SAN PEDRO,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0,WESTERN,2019.0
2019-09-12,1118.0,,BK,2104 W CHICKASAW AVE,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6497064.03233,1872238.512397,,2019.0
2019-03-26,1135.0,,GY,1323 STANFORD AVE S,56.0,88.13B+,METER EXP.,63.0,6485732.062904,1833789.889137,,2019.0
2019-05-02,1632.0,,WT,2407 VERNON AVE,55.0,80.69AP+,NO STOP/STANDING,93.0,6464880.550543,1823876.8385580005,,2019.0
2019-09-05,838.0,,WT,419 PICO BLVD W,56.0,80.69AA+,NO STOP/STAND,93.0,6481524.397557,1836678.938753,,2019.0
2019-11-25,843.0,,GO,9131 CATTARAUGUS AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6443108.659169001,1835490.399965,51 - DOT - WESTERN,2019.0
2019-06-06,833.0,,GN,2329 GRAMERCY PL,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6466735.987105001,1835512.4835240005,,2019.0
2019-05-16,1205.0,,GO,7312 MASON AVE,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6386376.668083999,1896822.905194,,2019.0
2019-01-29,1042.0,,BK,2330 2ND ST W,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6478918.128037,1846808.172435,,2019.0
2019-04-24,1435.0,,WT,10450 EASTBORNE AVE,51.0,22500F,PARKED ON SIDEWALK,68.0,6432583.111137,1843537.071594,,2019.0
2019-06-14,1030.0,,BK,1564 WINONA BLVD,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
2019-04-09,1108.0,,RD,200 SAN PEDRO ST S,56.0,88.13B+,METER EXP.,63.0,6488421.551,1840428.234708,,2019.0
2019-05-09,448.0,,BG,12940 SATICOY ST,53.0,80.69AA+,NO STOP/STAND,93.0,6436147.3255940005,1897885.484836,,2019.0
2019-01-29,913.0,,BL,1020 65TH ST W,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6473119.648748999,1815421.443361,,2019.0
2019-01-07,1249.0,,GN,810 ORLANDO AVE N,54.0,5204A-,DISPLAY OF TABS,25.0,6448676.4600680005,1853718.082987,,2019.0
2019-10-16,226.0,,BN,834 DUNSMUIR AVE,51.0,80.58L,PREFERENTIAL PARKING,68.0,6455915.669209,1844413.6999830003,51 - DOT - WESTERN,2019.0
2019-01-17,1006.0,,BN,400 PICO BLVD E,56.0,80.56E4+,RED ZONE,93.0,6481597.310443,1836635.891416,,2019.0
2019-04-22,1107.0,,WT,529 6TH ST W,56.0,80.69A+,STOP/STAND PROHIBIT,93.0,6484574.680705001,1840035.027572,,2019.0
2019-05-22,1257.0,,TN,10900 OLIVE ST S,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6476970.904814,1799708.110682,,2019.0
2019-05-17,26.0,,BL,812 HOBART BLVD N,54.0,80.58L,PREFERENTIAL PARKING,68.0,6469184.318064,1843433.079708,,2019.0
2019-02-21,1050.0,,GY,897 S 5TH AV,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6465119.231953,1842621.900601,,2019.0
2019-03-04,1951.0,,WT,6732 FRANKLIN PL,54.0,80.58L,PREFERENTIAL PARKING,68.0,6459687.053012,1860453.832304,,2019.0
2019-08-21,646.0,,WT,3447 1ST ST W,54.0,80.56E1,WHITE ZONE,58.0,6474291.152964,1849250.398122,,2019.0
2019-02-28,815.0,,GY,10600 TABOR ST W,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6437582.235835,1831279.824912,,2019.0
2019-06-06,907.0,,GY,3015 FARMDALE AVE S,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6456817.670176,1832573.4211740005,,2019.0
2019-03-11,1135.0,,BL,115 DETROIT ST N,54.0,22500F,PARKED ON SIDEWALK,68.0,6457148.907587,1849205.183217,,2019.0
2019-01-29,851.0,,WH,5363 RAFAEL ST,56.0,8056E4,RED ZONE,93.0,6501149.23061824,1864062.33998037,,2019.0
2019-03-11,1312.0,,SL,500 FAIRFAX AV N,54.0,88.13B+,METER EXP.,63.0,6452215.263180001,1851762.019355,,2019.0
2019-07-22,1520.0,,SL,456 SHATTO PL,54.0,88.13B+,METER EXP.,63.0,6473856.129534,1846513.561722,,2019.0
2019-01-10,1013.0,,WT,11455 STRATHERN ST,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6446616.449333,1901098.935406,,2019.0
2019-01-17,1211.0,,SL,700 DUNSMUIR AVE,51.0,80.56E4+,RED ZONE,93.0,6456184.275798,1845220.711046,,2019.0
2019-06-11,309.0,,WT,2538 WABASH AVE,56.0,5204A-,DISPLAY OF TABS,25.0,6500623.916844,1841373.843661,,2019.0
2019-03-08,2302.0,,WT,3331 8TH ST W,54.0,80.56E4+,RED ZONE,93.0,6499006.025935,1830622.202644,,2019.0
2019-05-29,1621.0,,BK,400 SPRING ST,56.0,88.03A,OUTSIDE LINES/METER,58.0,6486452.692086,1840241.612168,,2019.0
2019-02-06,1205.0,,GY,11622 VANOWEN ST,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6445141.266199,1893181.475359,,2019.0
2019-01-17,1539.0,1315.0,BK,10982 ROEBLING AVE,51.0,80.69C,PARKED OVER TIME LIMIT,58.0,6425466.483936,1846250.709816,,2019.0
2019-05-08,2220.0,,BK,14600 RAYMER ST,53.0,80.69B,NO PARKING,73.0,6425025.055535,1899873.020573,,2019.0
2019-05-13,819.0,,RD,1856 PREUSS ROAD,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6444928.403601999,1839135.064998,,2019.0
2019-04-26,1224.0,,WT,5020 TILDEN AVE,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6426293.448736,1881425.160131,,2019.0
2019-04-02,834.0,,GY,5701 4TH ST W,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6457147.747475,1846901.617369,,2019.0
2019-01-24,432.0,,WT,500 5TH ST W,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6474129.469261,1727764.5446099995,,2019.0
2019-01-30,822.0,,BL,1300 5TH AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6463986.581478,1839800.999386,,2019.0
2019-04-12,1035.0,,GY,1200 SANTEE ST S,56.0,88.13B+,METER EXP.,63.0,6483703.192369,1835687.508161,,2019.0
2019-02-23,1256.0,,SL,13401 VENTURA BL,53.0,88.13B+,METER EXP.,63.0,6433112.947182,1876138.317372,,2019.0
2019-05-29,1021.0,,SL,5901 98TH ST W,51.0,88.03A,OUTSIDE LINES/METER,58.0,6444605.353082,1803444.255571,,2019.0
2019-05-13,944.0,,BK,1015 LAGOON AVE,55.0,22500H,DOUBLE PARKING,68.0,6480439.035474,1743496.19018,,2019.0
2019-06-24,1844.0,,GY,4600 GAVIOTA AV,53.0,88.13B+,METER EXP.,63.0,6416013.904479,1879032.523488,,2019.0
2019-05-21,921.0,,SL,435 SLOAT ST,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
2019-06-03,1249.0,,RD,5665 CORBETT ST,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6450066.404701999,1831598.035356,,2019.0
2019-07-30,1113.0,,WT,830 SANTEE ST S,56.0,22502E,18 IN. CURB/1 WAY,63.0,6485265.556874,1837376.093469,,2019.0
2019-04-26,1648.0,,BK,14501 SYLVAN ST,53.0,88.13B+,METER EXP.,63.0,6425961.59238,1889884.144322,,2019.0
2019-07-30,1243.0,,WT,6217 WARING AVE,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6461398.537482,1853587.047669,,2019.0
2019-08-20,855.0,,GY,671 14TH ST W,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6472958.8974480005,1724802.112307,,2019.0
2019-07-26,1020.0,,BL,1087 WEST KENSINGTON ROAD,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6483372.623178,1848507.4338080003,,2019.0
2019-01-11,2320.0,,WT,12900 ATHENA AVE,53.0,5200,DISPLAY OF PLATES,25.0,99999.0,99999.0,,2019.0
2019-05-24,1118.0,,RD,5768 PICO BL W,51.0,88.13B+,METER EXP.,63.0,6451471.450854,1841121.329022,,2019.0
2019-06-17,1215.0,,RE,2000 S COMPTON,1.0,4000A1,NO EVIDENCE OF REG,50.0,6487684.984782,1829387.92938,,2019.0
2019-01-30,842.0,,BK,2825 ELLENDALE PL,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6474155.882633001,1833234.379585,,2019.0
