issue_date,issue_time,marked_time,color,location,agency,violation_code,violation_description,fine_amount,latitude,longitude,agency_description,issue_year
2019-08-28,2101.0,,OT,500 HARLEM PL,56.0,80.61,STANDNG IN ALLEY,68.0,6486213.291338,1839594.062029,,2019.0
2019-09-10,856.0,,GN,1244 61ST ST W,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
2019-07-26,433.0,,WT,138 38TH ST W,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6478371.40365,1827245.191867,,2019.0
2019-07-10,212.0,,RD,10100 SAMOA AVE,53.0,80.69AP+,NO STOP/STANDING,93.0,6474837.924032,1914320.042063,,2019.0
2019-02-01,930.0,,BK,11240 DORA ST,1.0,4000A1,NO EVIDENCE OF REG,50.0,6447947.14034567,1903587.23341499,,2019.0
2019-02-14,1139.0,,BL,802 SAN PEDRO ST S,56.0,80.56E4+,RED ZONE,93.0,6486204.372673,1836484.091368,,2019.0
2019-03-15,1022.0,,GY,10513 YARMOUTH AVE,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6404065.808601,1917942.356721,,2019.0
2019-03-15,836.0,,BK,1111 KINGSLEY DR,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470089.739276,1855655.245537,,2019.0
2019-04-10,741.0,,WT,3355 WILSHIRE BLVD,54.0,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,6471790.789884999,1844992.074815,,2019.0
2019-05-13,1316.0,,WT,1400 CURSON AVE S,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6452680.064708,1840675.298503,,2019.0
2019-03-19,1110.0,,BL,13501 VENTURA BL,53.0,88.13B+,METER EXP.,63.0,6432423.073988,1876278.803726,,2019.0
2019-05-15,1132.0,,SL,303 9TH ST E,56.0,88.13B+,METER EXP.,63.0,6483744.714268,1838159.880688,,2019.0
2019-05-03,1201.0,,WT,300 SAN PEDRO ST S,56.0,80.56E1,WHITE ZONE,58.0,99999.0,99999.0,,2019.0
2019-07-15,823.0,,GN,14300 VAN NUYS BLVD,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6427163.381291,1913412.277348,,2019.0
2019-04-01,1006.0,,SL,6030 CADILLAC AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6447902.222794,1836341.720808,,2019.0
2019-05-09,1013.0,,WT,11671 ROCHESTER AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6423059.017792,1839612.22227,,2019.0
2019-06-11,1012.0,,BK,6300 WHITWORTH DR,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6449826.494923,1843058.053239,,2019.0
2019-04-25,1128.0,,WT,3001 CANYON LAKE DR,54.0,22502A,18 IN. CURB/2 WAY,63.0,99999.0,99999.0,,2019.0
2019-01-22,1221.0,,TN,5100 1ST ST W,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6463689.998021,1849114.334051,,2019.0
2019-03-24,2328.0,,WT,A/F 3610 GRIFFIN AVE,56.0,22507.8A-,DISABLED PARKING/NO DP ID,363.0,6498353.47216989,1854003.21214954,,2019.0
2019-05-15,1247.0,,OR,1036 39TH PL W,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6472959.304784,1827651.678056,,2019.0
2019-10-07,658.0,,BK,7676 S SAN PEDRO,55.0,8056E1,WHITE ZONE,58.0,99999.0,99999.0,55 - DOT - SOUTHERN,2019.0
2019-06-12,1227.0,,SL,1753 51ST ST W,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6467549.485543,1821419.038366,,2019.0
2019-07-23,1243.0,,WT,450 3RD ST E,56.0,88.13B+,METER EXP.,63.0,6485956.185641,1841475.903927,,2019.0
2019-05-29,1926.0,,WT,123 AVE 57 N,56.0,88.63B+,OFF STR/OVERTIME/MTR,58.0,6503241.934880001,1862386.855972,,2019.0
2019-05-01,924.0,,GN,1645 22ND ST W,55.0,80.73.2,EXCEED 72HRS-ST,68.0,6466465.705162,1722589.2306509998,,2019.0
2019-04-18,821.0,,WT,11701 CALIFA ST,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6444381.776957,1887238.943189,,2019.0
2019-03-04,642.0,,WT,721 MAIN ST S,56.0,80.56E4+,RED ZONE,93.0,6485407.53097,1838371.193836,,2019.0
2019-07-12,1710.0,,RD,701 12TH ST E,56.0,88.13B+,METER EXP.,63.0,6484916.330322,1834742.599067,,2019.0
2019-03-28,1036.0,,GY,13150 BLUFF CREEK DR,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6432913.265578,1811400.513019,,2019.0
2019-08-15,1226.0,,SL,1818 VICTORIA AVE S,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6461140.211889,1837452.168625,,2019.0
2019-04-15,301.0,,GY,6340 ORANGE ST,51.0,80.56E4+,RED ZONE,93.0,6450721.387535,1846088.418087,,2019.0
2019-07-03,1012.0,,SL,6415 CLYBOURN AVE,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6451671.808651,1890605.513937,,2019.0
2019-03-26,1419.0,,BN,1000 LOS ANGELES ST S,56.0,80.56E4+,RED ZONE,93.0,6484156.445966001,1836881.467292,,2019.0
2019-04-19,1245.0,,BL,601 BERENDO ST S,54.0,88.13B+,METER EXP.,63.0,6472581.813227,1845657.7873990005,,2019.0
2019-08-08,1221.0,,WT,3260 DESCANSO DR,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6478229.718182,1853017.401014,,2019.0
2019-07-19,1426.0,,WT,601 9TH ST E,56.0,88.13B+,METER EXP.,63.0,6482791.708887001,1838905.824255,,2019.0
2019-07-09,527.0,,WT,9255 OWENSMOUTH AVE,53.0,80.54,OVERNIGHT PARKING,63.0,99999.0,99999.0,,2019.0
2019-06-18,911.0,,WT,456 MAIN ST S,56.0,80.56E4+,RED ZONE,93.0,6417375.231803,1820608.746352,,2019.0
2019-08-21,2219.0,,WT,756 BROADWAY S,56.0,80.56E4+,RED ZONE,93.0,6489357.938704,1844841.652148,,2019.0
2019-02-25,1219.0,1107.0,BL,6420 YORK BLVD,56.0,80.69C,PARKED OVER TIME LIMIT,58.0,6506945.57595675,1863983.67451427,,2019.0
2019-05-02,253.0,,BK,1031 CESAR E CHAVEZ AVE,56.0,5204A-,DISPLAY OF TABS,25.0,6493466.89451,1842134.655705,,2019.0
2019-02-06,1234.0,,BK,9700 S ISIS AVE,51.0,5204A-,DISPLAY OF TABS,25.0,6447330.381791,1803909.259698,,2019.0
2019-06-13,1043.0,,BK,1327 12TH PL W,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6478965.538471,1838459.470272,,2019.0
2019-05-09,1825.0,,GY,4171 DIXIE CANYON AVE,53.0,80.58L,PREFERENTIAL PARKING,68.0,6433111.510430001,1875798.420667,,2019.0
2019-10-25,203.0,,GY,11700 CHENAULT ST,51.0,80.69AA+,NO STOP/STAND,93.0,6420019.60759,1843204.334813,51 - DOT - WESTERN,2019.0
2019-06-03,1234.0,,WT,651 GRAND AVE S,56.0,80.56E4+,RED ZONE,93.0,6484077.656953,1839875.918082,,2019.0
2019-08-02,408.0,,UN,729 UNION AVE S,56.0,80.56E4+,RED ZONE,93.0,6479377.575249,1841816.4005650005,,2019.0
2019-08-21,1245.0,,WT,1101 SANTEE ST S,56.0,88.13B+,METER EXP.,63.0,6484070.566262,1836230.995552,,2019.0
2019-07-08,1052.0,,WT,6117 W AFTON PL,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6464004.853877,1857219.066016,,2019.0
2019-01-11,850.0,,WT,2148 FOX HILLS DR,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6435369.344097001,1841956.954161,,2019.0
2019-05-02,838.0,,BL,15031 RINALDI ST,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6422813.8699550005,1924234.976864,,2019.0
2019-02-27,1819.0,,WT,9000 RATHBURN AVE,53.0,80.58L,PREFERENTIAL PARKING,68.0,6400633.897454,1907951.233322,,2019.0
2019-07-31,1243.0,,WT,301 BOYD ST,56.0,88.13B+,METER EXP.,63.0,6487680.216108,1839646.870176,,2019.0
2019-04-22,2252.0,,BK,18500 LANARK ST,53.0,80.56E4+,RED ZONE,93.0,6399604.749597,1901951.733235,,2019.0
2019-08-12,1245.0,,BK,11301 IDAHO AV,51.0,88.13B+,METER EXP.,63.0,6425953.842313,1839423.80157,,2019.0
2019-01-22,1751.0,,WT,117 AVENUE 59 W,56.0,5204A-,DISPLAY OF TABS,25.0,6503884.688283,1862582.828473,,2019.0
2019-07-16,1304.0,,GY,601 WALL ST S,56.0,88.13B+,METER EXP.,63.0,6486805.049901,1838292.676633,,2019.0
2019-10-26,902.0,,BK,2601 PASADENA AV,56.0,88.13B+,METER EXP.,63.0,6496365.152566001,1850332.445196,56 - DOT - CENTRAL,2019.0
2019-02-07,1242.0,,WT,1266 ADAMS BLVD E,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6474385.549269,1834431.251005,,2019.0
2019-05-01,605.0,,GY,15454 SHERMAN WAY,53.0,80.56E4+,RED ZONE,93.0,6414730.459702,1895903.22734,,2019.0
2019-01-28,1108.0,,BK,800 FIGUEROA ST S,56.0,88.13B+,METER EXP.,63.0,6482547.793944,1839936.35337,,2019.0
2019-02-27,1349.0,,WT,2101 GRANVILLE AV,51.0,88.13B+,METER EXP.,63.0,6425045.02657,1835236.560114,,2019.0
2019-05-31,824.0,,GY,10821 KLING ST,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6450523.600783,1879238.966749,,2019.0
2019-11-29,906.0,,BL,501 BENTON WY S,54.0,88.13B+,METER EXP.,63.0,6476457.580866001,1845821.96497,54 - DOT - HOLLYWOOD,2019.0
2019-03-10,1245.0,,SL,15800 BOWDOIN ST,51.0,80.69AP+,NO STOP/STANDING,93.0,6400393.417342,1839753.490815,,2019.0
2019-01-18,1402.0,,WT,3600 GLENDON AVE,51.0,5204A-,DISPLAY OF TABS,25.0,6436879.235220999,1830466.417231,,2019.0
2019-07-16,1248.0,,BN,1727 E BRIDGE ST,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6496011.95864,1841369.384816,,2019.0
2019-09-03,1011.0,,WT,100 MOUNTAIN VIEW AVE N,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6479974.595817,1846664.399781,,2019.0
2019-05-09,258.0,,BK,15235 KNAPP ST,53.0,80.56E4+,RED ZONE,93.0,99999.0,99999.0,,2019.0
2019-01-31,231.0,,BK,1129 NORMANDIE AVE S,55.0,5204A-,DISPLAY OF TABS,25.0,6470798.798055001,1840842.714651,,2019.0
2019-03-08,1141.0,,BK,718 CROFT AVE N,54.0,80.58L,PREFERENTIAL PARKING,68.0,6448355.118225,1853139.565773,,2019.0
2019-01-08,1024.0,,GY,200 BIXEL ST S,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6483103.617272,1843673.107496,,2019.0
2019-01-07,1013.0,,BK,200 ALTA VISTA AVE S,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
2019-02-15,256.0,,WT,445 UNION AVE S,56.0,80.61,STANDNG IN ALLEY,68.0,6480217.006511,1843883.908842,,2019.0
2019-04-19,825.0,,BL,600 LANDFAIR AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6425463.821233001,1847172.091589,,2019.0
2019-03-05,1210.0,,BK,525 STANLEY AVE N,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6453763.459594999,1851906.924311,,2019.0
2019-03-24,1710.0,,BL,2013 57TH ST W,55.0,22500F,PARKED ON SIDEWALK,68.0,6466448.462156,1819236.981389,,2019.0
2019-03-24,2313.0,,WT,3016 SHRINE PL,55.0,22500E,BLOCKING DRIVEWAY,68.0,6476879.542429,1831793.12663,,2019.0
2019-05-01,421.0,,GO,4002 MONT CLAIR ST,51.0,80.56E4+,RED ZONE,93.0,6461677.00902,1833584.990169,,2019.0
2019-05-01,836.0,,SL,1282 SUNSET BLVD W,56.0,80.69AA+,NO STOP/STAND,93.0,6485800.925388,1848249.725331,,2019.0
2019-08-15,811.0,,RD,5431 COLFAX AVE,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6444373.314232,1884176.357983,,2019.0
2019-09-11,1320.0,1207.0,MR,1800S MANHATTAN PL,51.0,80.69C,PARKED OVER TIME LIMIT,58.0,6467712.569901,1837718.926657,,2019.0
2019-06-24,1837.0,,WT,426 HILL ST S,56.0,80.69AP+,NO STOP/STANDING,93.0,6485698.314835,1840613.823349,,2019.0
2019-08-26,1315.0,,GY,128 EDINBURGH AVE S,54.0,80.58L,PREFERENTIAL PARKING,68.0,6451529.718574,1849711.081563,,2019.0
2019-07-15,1145.0,,BK,837 E  TRACTION AVE,56.0,80.56E4+,RED ZONE,93.0,6490557.701546,1838685.401925,,2019.0
2019-03-19,1736.0,,BK,1631 SAWTELLE BL,51.0,88.13B+,METER EXP.,63.0,6425827.39979,1839601.232402,,2019.0
2019-04-03,2130.0,,WT,417 NORMANDIE PL,54.0,80.71.3,PARKING/FRONT YARD,93.0,6470458.157319999,1850942.14045,,2019.0
2019-07-11,1227.0,,BK,1275 5TH AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6464056.128715,1839974.224087,,2019.0
2019-07-02,1812.0,,BK,3900 RHODES AVE,53.0,80.58L,PREFERENTIAL PARKING,68.0,6439694.712855,1874157.678875,,2019.0
2019-01-02,1034.0,,WT,2901 8TH ST W,54.0,88.13B+,METER EXP.,63.0,6474106.66429,1843512.7809490005,,2019.0
2019-02-05,1122.0,,GY,7300 CIMARRON ST,55.0,5204A-,DISPLAY OF TABS,25.0,6465993.124698,1812951.36832,,2019.0
2019-02-08,1316.0,,GY,800 VIA DE LA PAZ,51.0,80.56E1,WHITE ZONE,58.0,6401805.7400050005,1839090.465924,,2019.0
2019-04-23,1022.0,,BL,600 HOBART BL S,54.0,88.13B+,METER EXP.,63.0,6469083.396647,1852250.097797,,2019.0
2019-12-31,240.0,,GY,2804 PHELPS AVE,56.0,22500E,BLOCKING DRIVEWAY,68.0,6508023.69915,1850980.983376,56 - DOT - CENTRAL,2019.0
2019-02-08,1021.0,,WT,1701 WILTON PL N,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6466720.334371,1859542.704904,,2019.0
2019-01-29,1324.0,,WT,1801 MAIN ST S,56.0,88.13B+,METER EXP.,63.0,6494639.935245,1846745.0324490005,,2019.0
2019-01-09,111.0,,SL,541 108TH ST W,55.0,22500F,PARKED ON SIDEWALK,68.0,6475669.9797330005,1800030.765143,,2019.0
2019-03-07,1331.0,,BK,1300 GRAND AVE S,56.0,88.13B+,METER EXP.,63.0,6481597.310443,1836635.891416,,2019.0
2019-05-02,1224.0,,WT,22320 MARLIN PL,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6376484.107179,1894592.819459,,2019.0
2019-04-22,919.0,,SL,5364 PICO BLVD W,51.0,80.61,STANDNG IN ALLEY,68.0,99999.0,99999.0,,2019.0
2019-07-02,1338.0,,BK,1900 SAWTELLE BLVD,51.0,22502A,18 IN. CURB/2 WAY,63.0,6426866.065877,1838141.28767,,2019.0
2019-08-15,1407.0,,BK,6900 MELROSE AV,54.0,88.13B+,METER EXP.,63.0,6458232.771613,1852924.44653,,2019.0
2019-07-31,710.0,,SL,11300 WESTMINSTER AVE,51.0,5204A-,DISPLAY OF TABS,25.0,6433205.046337,1828742.866538,,2019.0
2019-01-28,605.0,,BK,200 UNION AVE,56.0,80.69AP+,NO STOP/STANDING,93.0,6481056.195348,1845665.102311,,2019.0
2019-05-22,643.0,,GY,R/O 8147 MANITOBA ST,51.0,5200,DISPLAY OF PLATES,25.0,99999.0,99999.0,,2019.0
2019-04-17,1720.0,,BK,601 WORLD WAY 2C,2.0,5200A,DSPLYPLATE A,25.0,6438550.813784,1801673.22948,,2019.0
2019-02-07,1202.0,,GY,101 PICO BLVD E,56.0,88.13B+,METER EXP.,63.0,6482792.543908999,1835719.330766,,2019.0
2019-01-24,945.0,,GY,11500 SANTA MONICA BL,51.0,88.13B+,METER EXP.,63.0,6424768.28459,1839252.969908,,2019.0
2019-05-23,846.0,,GY,4343 VENTURA CANYON AVE,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6431688.974424,1876830.334149,,2019.0
2019-03-13,2314.0,,SL,8011 ROMAINE ST,54.0,80.58L,PREFERENTIAL PARKING,68.0,6451453.417546,1854885.712807,,2019.0
2019-01-22,1240.0,,SL,345 BREED ST N,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6497229.368,1837612.269034,,2019.0
2019-02-23,1106.0,,SL,19300 VENTURA BL,53.0,88.13B+,METER EXP.,63.0,6394258.104357,1885674.392187,,2019.0
2019-03-05,1739.0,,GY,5000 PICO BL W,51.0,88.13B+,METER EXP.,63.0,6456895.111012001,1839933.751352,,2019.0
2019-02-11,838.0,,BK,14700 FRIAR ST,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6424642.244821,1890259.443674,,2019.0
2019-03-27,1703.0,,GY,8049 MELROSE AVE,54.0,80.56E1,WHITE ZONE,58.0,99999.0,99999.0,,2019.0
2019-05-27,514.0,,SL,700 ARAGON AVE,56.0,80.56E4+,RED ZONE,93.0,6494640.845113,1855683.995231,,2019.0
2019-01-11,816.0,,BK,1931 OXFORD AVE N,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
2019-03-18,906.0,,GN,1521 CLOVERDALE AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6454940.989901001,1839398.504229,,2019.0
2019-02-28,1917.0,,GY,7100 REMMET AV,53.0,88.13B+,METER EXP.,63.0,6380157.724812999,1895416.7725080005,,2019.0
2019-03-07,252.0,,RD,258 84TH ST E,55.0,80.53,PARKED IN PARKWAY,63.0,99999.0,99999.0,,2019.0
2019-03-05,1203.0,,BL,1200 CUMMINGS ST N,56.0,88.13B+,METER EXP.,63.0,6499318.976899,1843713.82507,,2019.0
2019-02-05,815.0,,BK,1601 PREUSS ROAD,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6445202.545055999,1840951.175681,,2019.0
2019-04-30,1231.0,,BL,1322 SYCAMORE AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6456379.339778,1840511.967023,,2019.0
2019-08-27,1248.0,,BK,752 107TH ST W,55.0,5204A-,DISPLAY OF TABS,25.0,99999.0,99999.0,,2019.0
2019-05-30,1658.0,,RD,3183 GLENDALE BL,56.0,88.13B+,METER EXP.,63.0,6482556.236583,1865317.948858,,2019.0
2019-03-08,605.0,,WT,1440 EASTLAKE AVE,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6499585.122433,1845152.585581,,2019.0
2019-03-13,2119.0,,GY,4000 FIGUEROA ST N,56.0,80.61,STANDNG IN ALLEY,68.0,6497945.539451,1855946.561169,,2019.0
2019-05-29,137.0,,WT,15447 TUPPER ST,53.0,80.69B,NO PARKING,73.0,6420063.38929,1909747.611873,,2019.0
2019-01-23,1157.0,,WT,8760 APPIAN WAY,54.0,22502A,18 IN. CURB/2 WAY,63.0,6446593.497488,1860987.674367,,2019.0
2019-01-29,329.0,,BK,6420 HOLLYWOOD BLVD,54.0,80.69B,NO PARKING,73.0,6461813.013257,1859520.914202,,2019.0
2019-04-21,1733.0,,WT,701 LOS ANGELES ST S,56.0,88.13B+,METER EXP.,63.0,6485805.756336,1838219.818196,,2019.0
2019-02-11,1015.0,,MR,8629 GUTHRIE AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6446617.033494,1837469.79601,,2019.0
2019-01-09,1821.0,,BL,3701 FLOWER ST,55.0,88.13B+,METER EXP.,63.0,6476494.946432,1828985.550503,,2019.0
2019-01-03,1541.0,,BN,5957 BROADWAY,55.0,80.73.2,EXCEED 72HRS-ST,68.0,6477301.514672,1817367.873685,,2019.0
2019-06-07,830.0,,BK,18403 COLLINS ST,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6400301.179133,1886460.268359,,2019.0
2019-05-06,1638.0,,WH,6215 SUNSET BLVD,54.0,8070,PARK IN GRID LOCK ZN,163.0,6463510.628158,1858207.784662,,2019.0
2019-02-05,1147.0,,WT,650 HILL ST S,56.0,80.56E2,YELLOW ZONE,58.0,6484784.835665001,1839442.367695,,2019.0
2019-02-08,829.0,,GY,3107 BELLEVUE AVE,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6477348.684397,1850906.495538,,2019.0
2019-05-16,1217.0,,GY,1310 SHATTO ST,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6481025.408012,1842367.76874,,2019.0
2019-03-28,1821.0,,GY,8861 ALDEN DR,54.0,80.58L,PREFERENTIAL PARKING,68.0,6445024.51843,1850002.849576,,2019.0
2019-05-08,1329.0,,BK,10451 SANTA MONICA BLVD,51.0,80.61,STANDNG IN ALLEY,68.0,6432929.144741001,1843391.628501,,2019.0
2019-01-11,1628.0,,WT,13630 VICTORY BLVD,53.0,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,6431704.462611,1890591.878531,,2019.0
2019-06-06,1156.0,1032.0,BK,465 4TH ST E,56.0,80.69C,PARKED OVER TIME LIMIT,58.0,6485564.906659,1840941.201109,,2019.0
2019-07-19,2348.0,,SL,AF 1748 WEST SILVER LAKE DR,54.0,80.58L,PREFERENTIAL PARKING,68.0,99999.0,99999.0,,2019.0
2019-07-24,1315.0,1045.0,WT,4189 VINELAND AVE,53.0,80.69C,PARKED OVER TIME LIMIT,58.0,6449595.17688,1875282.215533,,2019.0
2019-03-11,1038.0,,BL,14527 KILLION ST,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6425741.500746,1884990.381164,,2019.0
2019-04-17,808.0,,SL,2300 ZENO PL,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6422606.902665,1818761.83589,,2019.0
2019-09-03,636.0,,BN,6018 86TH PL W,51.0,80.58L,PREFERENTIAL PARKING,68.0,6443703.988562,1807804.612365,,2019.0
2019-03-31,908.0,,RD,20347 RUNNYMEDE ST,53.0,22500E,BLOCKING DRIVEWAY,68.0,99999.0,99999.0,,2019.0
2019-06-30,1009.0,,GN,3200 PACIFIC AVE,51.0,80.56E4+,RED ZONE,93.0,6420626.344087999,1815133.51101,,2019.0
2019-02-19,804.0,,WT,3208 BARRINGTON AVE S,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6429524.239732,1829736.709311,,2019.0
2019-04-02,849.0,,RD,15416 TUBA ST,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6420298.817834999,1916005.510328,,2019.0
2019-06-09,912.0,,WT,200 BENNER ST,56.0,5204A-,DISPLAY OF TABS,25.0,99999.0,99999.0,,2019.0
2019-06-04,1426.0,,PR,1225 CLOVERDALE AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6455758.777009,1841837.535555,,2019.0
2019-04-26,924.0,810.0,WT,2470 LINCOLN BLVD,51.0,80.69C,PARKED OVER TIME LIMIT,58.0,6425114.192501999,1820126.474958,,2019.0
2019-05-13,510.0,,BE,RADFORD AVE/SHERMAN,1.0,002,4000A,50.0,99999.0,99999.0,,2019.0
2019-02-06,236.0,,WT,4608 1ST ST W,54.0,80.58L,PREFERENTIAL PARKING,68.0,6467332.320615,1849109.257946,,2019.0
2019-03-14,2208.0,,WT,144 HARVARD BLVD S,54.0,80.58L,PREFERENTIAL PARKING,68.0,6469515.948903,1849611.206284,,2019.0
2019-07-05,1058.0,,WT,1211 ALBANY ST,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6478867.434153,1838687.691855,,2019.0
2019-03-18,853.0,,WT,323 DOHENY DR S,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6443643.526531,1849226.011032,,2019.0
2019-04-19,914.0,,WT,975 WESTGATE AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6420208.641632,1840764.442493,,2019.0
2019-02-02,919.0,,GY,601 BONNIE BRAE ST S,56.0,88.13B+,METER EXP.,63.0,6479116.050648,1843785.555609,,2019.0
2019-07-12,846.0,,BL,1601 14TH ST,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
2019-01-14,1510.0,,BK,2457 SAWTELLE BLVD,51.0,5204A-,DISPLAY OF TABS,25.0,6429127.203736,1834991.587679,,2019.0
2019-05-07,654.0,,BK,18020 BULLOCK ST,53.0,22500F,PARKED ON SIDEWALK,68.0,6402884.863871,1888192.754265,,2019.0
2019-01-08,1001.0,,BK,1060 MCDONALD AVE,55.0,5200,DISPLAY OF PLATES,25.0,6479227.083457,1743780.0004,,2019.0
2019-04-26,1936.0,,BK,16000 HAYNES ST,53.0,80.56E4+,RED ZONE,93.0,6416064.590605,1891572.317724,,2019.0
2019-08-06,1029.0,,BK,901 ABBOT KINNEY BLVD,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6418040.001278,1819975.601889,,2019.0
2019-03-26,1617.0,,GY,3278 WILSHIRE BLVD,54.0,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,6472723.929797,1844995.652232,,2019.0
2019-07-22,831.0,,WT,6240 RANDI AVE,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6377105.559738,1889759.864544,,2019.0
2019-01-24,900.0,,WT,555 HARVARD BLVD S,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6469433.677118,1851958.744268,,2019.0
2019-02-23,1507.0,,SL,120 56TH ST E,55.0,5200,DISPLAY OF PLATES,25.0,6478497.502495,1819401.754587,,2019.0
2019-03-08,1832.0,,RD,4876 FOUNTAIN AV,54.0,88.13B+,METER EXP.,63.0,6472173.948861,1857233.306139,,2019.0
2019-01-30,2031.0,,GY,300 BOYD ST,56.0,80.69AP+,NO STOP/STANDING,93.0,6487680.216108,1839646.870176,,2019.0
2019-06-20,1006.0,,GY,10410 PALMS BLVD W,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6437847.393391999,1832224.186926,,2019.0
2019-05-15,1420.0,1200.0,GY,727 ARDMORE AVE S,54.0,80.69C,PARKED OVER TIME LIMIT,58.0,6470199.105572,1844055.624063,,2019.0
2019-06-13,1223.0,,GY,8110 REDLANDS ST,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6429312.904489,1807016.269994,,2019.0
2019-05-29,1001.0,,BL,14400 CALVERT ST,53.0,88.13B+,METER EXP.,63.0,6426617.558886,1888791.278552,,2019.0
2019-01-31,1244.0,,GY,14511 DELANO ST,53.0,88.13B+,METER EXP.,63.0,6425891.266280999,1889154.358682,,2019.0
2019-07-23,1851.0,,GY,4320 MAMMOTH AVE,53.0,80.58L,PREFERENTIAL PARKING,68.0,6430788.998184999,1876796.00993,,2019.0
2019-07-30,705.0,,BL,8211 ORION AVE,53.0,80.56E2,YELLOW ZONE,58.0,6418947.251829,1902662.051256,,2019.0
2019-02-27,756.0,,BG,332 113TH ST E,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6477017.755973999,1797748.986718,,2019.0
2019-01-28,1423.0,,GO,1100 MAIN ST S,56.0,88.13B+,METER EXP.,63.0,6483461.92112,1836707.833477,,2019.0
2019-08-06,810.0,,BK,410 79TH ST E,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0,,2019.0
2019-02-26,829.0,,SL,1628 GLENDON AVE,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6428936.565384,1841885.486438,,2019.0
2019-03-11,1723.0,,BL,2422 6TH ST W,54.0,80.69A+,STOP/STAND PROHIBIT,93.0,6477143.603782,1844849.128225,,2019.0
2019-07-03,1353.0,,WT,5301 ROMAINE ST,54.0,88.13B+,METER EXP.,63.0,6468894.133056,1854730.429194,,2019.0
